index,time_s,x_px,y_px,radius_px,found,mm_per_px,x_mm,y_mm,frame_file
266,44.333333,995.000,568.746,194.814,1,0.120628,11.251,-4.816,frame12_0267.jpg
267,44.500000,995.000,569.813,193.872,1,0.121214,11.305,-4.711,frame12_0268.jpg
268,44.666667,1008.500,561.000,195.975,1,0.119913,12.803,-5.717,frame12_0269.jpg
269,44.833333,997.500,564.000,197.447,1,0.119019,11.398,-5.317,frame12_0270.jpg
270,45.000000,901.591,611.233,224.674,1,0.104596,-0.015,0.268,frame12_0271.jpg
271,45.166667,994.500,569.747,193.695,1,0.121325,11.255,-4.723,frame12_0272.jpg
272,45.333333,1011.500,561.000,194.052,1,0.121101,13.293,-5.773,frame12_0273.jpg
273,45.500000,792.500,462.500,119.576,1,0.196527,-21.467,-28.727,frame12_0274.jpg
274,45.666667,776.000,666.000,103.276,1,0.227545,-28.610,13.044,frame12_0275.jpg
275,45.833333,998.500,565.885,194.873,1,0.120591,11.669,-5.160,frame12_0276.jpg
276,46.000000,1013.000,561.000,193.497,1,0.121449,13.513,-5.790,frame12_0277.jpg
277,46.166667,994.500,571.542,192.110,1,0.122325,11.348,-4.542,frame12_0278.jpg
278,46.333333,815.777,562.516,192.543,1,0.122051,-10.491,-5.634,frame12_0279.jpg
279,46.500000,810.954,561.562,190.602,1,0.123294,-11.192,-5.809,frame12_0280.jpg
280,46.666667,1014.500,561.000,193.681,1,0.121334,13.682,-5.784,frame12_0281.jpg
281,46.833333,902.276,607.569,227.065,1,0.103495,0.056,-0.114,frame12_0282.jpg
282,47.000000,782.500,665.000,108.546,1,0.216498,-25.814,12.194,frame12_0283.jpg
283,47.166667,902.136,610.107,225.697,1,0.104122,0.042,0.149,frame12_0284.jpg
284,47.333333,942.747,430.582,11.761,1,1.998115,81.951,-355.848,frame12_0285.jpg
285,47.500000,1002.000,562.000,197.307,1,0.119104,11.942,-5.559,frame12_0286.jpg
286,47.666667,815.443,565.429,189.973,1,0.123702,-10.674,-5.349,frame12_0287.jpg
287,47.833333,1015.500,561.000,192.952,1,0.121792,13.856,-5.806,frame12_0288.jpg
288,48.000000,901.786,607.704,226.573,1,0.103719,0.006,-0.101,frame12_0289.jpg
289,48.166667,998.000,564.000,197.226,1,0.119153,11.471,-5.323,frame12_0290.jpg
290,48.333333,998.500,562.500,198.355,1,0.118475,11.465,-5.470,frame12_0291.jpg
291,48.500000,815.945,564.503,191.019,1,0.123025,-10.554,-5.434,frame12_0292.jpg
292,48.666667,1014.500,561.000,193.681,1,0.121334,13.682,-5.784,frame12_0293.jpg
293,48.833333,1010.500,561.000,195.193,1,0.120394,13.095,-5.740,frame12_0294.jpg
294,49.000000,1010.000,561.000,195.387,1,0.120274,13.022,-5.734,frame12_0295.jpg
